  0, 90, 46,100, 88, 92, 79, 69, 60, 48, 39, 27, 47,  6,100,  0, 2
 13, 67, 40,100, 65, 78, 37, 42,  0, 11,  6,  4, 60,  0,100, 19, 2
 23, 70, 51,100, 74, 82, 51, 46, 20, 15,  0,  4, 50,  0,100,  2, 2
 27, 82, 65,100,100, 89, 69, 62, 33, 39,  0, 15, 37,  1, 88,  0, 2
  0, 67, 25,100, 49, 73, 36, 33,  6,  0,  1,  6, 53,  3,100, 11, 2
  9, 88, 22,100, 26, 65, 16, 31,  0,  5, 33,  1, 66,  0,100,  3, 2
 19, 76, 53,100, 92, 81, 73, 40, 33, 13,  0,  0, 49,  5,100,  6, 2
  0, 83, 28, 96, 63,100, 72, 78, 58, 54, 50, 29, 65,  8,100,  0, 2
 39, 60, 64,100, 96, 84, 69, 41, 25, 12,  0, 15, 50,  0,100,  4, 2
  3, 74, 33,100, 52, 71, 33, 34,  3,  2,  0,  4, 51,  0,100,  1, 2
  0, 79, 27, 93, 60,100, 77, 80, 72, 54, 64, 28, 66,  4,100,  0, 2
 24, 72, 50,100, 61, 64, 33, 33,  0, 12, 29, 19, 64,  0,100, 10, 2
 18, 74, 49,100, 53, 67, 31, 31,  0,  0, 13, 11, 59,  2,100,  8, 2
  0, 77, 34,100, 82, 97, 72, 64, 39, 36,  4, 10, 48,  1,100,  0, 2
 10, 61, 35,100, 69, 88, 41, 46,  0, 13, 10, 28, 53,  0,100, 23, 2
  0, 83, 20,100, 67, 96, 73, 74, 64, 51, 51, 30, 56,  9,100,  0, 2
  9, 74, 38,100, 53, 78, 30, 43,  0, 17, 27,  8, 63,  6,100,  0, 2
 13, 78, 49,100, 65, 76, 38, 48,  4, 23,  0,  9, 54, 14,100,  0, 2
 28, 77, 40,100, 49, 67, 29, 32,  0, 18, 32, 14, 66,  0,100, 18, 2
 29, 97, 59,100, 46, 72, 14, 58,  0, 43, 32, 27, 64,  9,100,  0, 2
 19, 78, 40,100, 54, 75, 31, 45,  0, 19, 26,  9, 62,  0,100, 13, 2
  0, 74, 19, 98, 60,100, 46, 66, 22, 34, 15,  0, 59,  0,100, 11, 2
 41, 93, 88,100, 86, 75, 47, 53,  0, 38,  5, 25, 50, 10,100,  0, 2
 28, 69, 43,100, 77, 86, 60, 45, 29,  9,  0,  1, 52,  0,100,  6, 2
 16, 86, 44,100, 35, 59, 12, 25,  0,  4, 33,  3, 66,  1,100,  0, 2
 10, 68, 35,100, 59, 72, 37, 30,  0,  3, 15, 14, 58,  2,100,  0, 2
 53, 85, 60,100, 57, 67, 32, 39,  0, 15, 29,  5, 69,  0,100, 24, 2
  0, 91, 27,100, 31, 62, 16, 26, 10,  0, 40,  3, 70,  7,100,  8, 2
 11, 64, 23,100, 52, 84, 34, 45,  5, 10,  0,  0, 50,  3,100,  5, 2
  0, 75, 15,100, 47, 99, 42, 69, 31, 39, 30,  9, 63,  0,100,  1, 2
  9, 74, 32,100, 63, 84, 48, 48, 12, 19,  0, 13, 49,  4,100,  0, 2
  2, 76, 35,100, 76, 86, 57, 52, 18, 26,  0, 14, 51, 11,100,  0, 2
 25, 70, 40,100, 68, 81, 47, 46, 18, 14,  0,  0, 53,  3,100, 12, 2
 24, 61, 45,100, 90, 99, 68, 54, 29, 17,  0, 14, 51,  0,100,  5, 2
 18, 75, 51,100, 65, 72, 41, 35,  8,  3,  0,  0, 50,  6,100, 15, 2
  0, 75, 15,100, 47, 91, 41, 64, 27, 38, 16, 11, 53,  1,100,  0, 2
  1, 61, 11,100, 19, 66,  2, 27,  0,  1, 33,  0, 66,  1,100,  3, 2
 48, 81,  5, 96, 53,100, 55, 68, 24, 38,  0,  7, 48,  0,100,  2, 2
 11, 72, 45,100,100, 98, 90, 60, 49, 31,  0, 10, 15,  2, 74,  0, 2
 29, 78, 44,100, 47, 62, 29, 26,  0,  0, 27,  6, 64,  7,100, 17, 2
 14, 77, 37,100, 51, 74, 32, 41,  0, 18, 33, 16, 68,  0,100, 18, 2
  7, 77, 33,100, 56, 77, 34, 37,  0,  4,  4,  0, 53,  5,100, 20, 2
  0, 75, 47,100,100, 94, 94, 58, 60, 27,  7,  4, 30,  5, 98,  0, 2
 38, 67, 50,100, 73, 67, 41, 26,  0,  2,  9, 12, 54,  1,100,  0, 2
 38, 70, 61,100, 91, 86, 72, 53, 39, 24,  0,  0, 47, 12,100, 11, 2
 15, 85, 53,100, 78, 79, 47, 53,  4, 34,  0, 20, 49,  9,100,  0, 2
  1, 66,  8,100, 29, 77, 22, 35,  0,  2, 31,  0, 65,  4,100, 10, 2
 24, 64, 38,100, 68, 92, 48, 56, 17, 25,  0,  5, 51,  0,100,  9, 2
  0, 82, 25,100, 36, 68, 21, 33, 13,  7, 42,  2, 71,  0,100,  1, 2
 32, 76, 51,100, 70, 73, 39, 41,  0, 17, 10, 18, 54,  0,100,  6, 2
 28, 88, 55,100, 56, 69, 30, 41,  0, 16, 33,  7, 72,  0,100, 26, 2
  2, 75, 28,100, 66, 95, 48, 65, 22, 37,  0,  7, 47,  0,100,  1, 2
 42, 75, 70,100, 75, 66, 51, 29, 14,  0,  0,  6, 49, 13,100, 15, 2
  0, 73, 28,100, 69,100, 60, 68, 36, 38, 11,  9, 51,  0,100,  6, 2
 43, 72,  0, 89, 46,100, 67, 76, 49, 47, 26, 19, 46,  0,100,  3, 2
  3, 51, 38, 84, 99,100,100, 63, 57, 33,  0, 10, 12,  0, 82,  1, 2
  0, 87, 23,100, 47, 85, 33, 53, 17, 21, 33,  0, 66,  8,100, 18, 2
 58, 64, 69,100, 91, 71, 72, 33, 36,  4,  0,  1, 50,  6,100,  0, 2
  0, 80, 22,100, 57, 95, 46, 59, 25, 27, 31,  0, 67,  9,100, 21, 2
  8, 73, 22,100, 34, 65, 26, 29,  0,  2, 16,  0, 58,  3,100,  6, 2
  0, 76, 28,100, 66, 93, 61, 57, 35, 29, 19,  7, 60,  6,100,  0, 2
 13, 66, 24,100, 54, 86, 33, 45,  0, 17, 17, 17, 58,  6,100,  0, 2
 41, 84, 59,100, 53, 69, 28, 40,  0, 14, 32, 16, 67,  0,100, 21, 2
  0, 74, 30,100, 66, 87, 51, 51, 21, 21,  4,  0, 52,  1,100,  7, 2
  0, 82, 22,100, 50, 91, 48, 66, 38, 42, 33, 18, 55,  1,100,  0, 2
 13, 75, 44,100, 52, 65, 32, 30,  0,  0,  0, 11, 50,  5,100,  5, 2
  0, 62, 20, 90, 58,100, 58, 71, 37, 41, 23,  9, 58,  0,100,  4, 2
 24, 78, 43,100, 54, 75, 30, 43,  0, 16, 27,  4, 66,  0,100, 22, 2
  8, 68, 33,100, 52, 79, 31, 42,  0, 14, 24,  0, 64,  1,100, 19, 2
 13, 77, 44,100, 51, 68, 40, 36, 15,  7,  0,  1, 50,  3,100,  0, 2
 26, 84, 38,100, 52, 74, 30, 42,  0, 15, 20,  9, 62,  0,100, 18, 2
 36, 69, 56,100, 79, 82, 60, 47, 29, 17,  0,  0, 50,  4,100, 12, 2
 39, 74, 65,100, 65, 60, 38, 21,  0,  0, 23, 22, 62,  4,100,  4, 2
 23, 72, 44,100, 73, 86, 51, 50, 19, 20,  0,  8, 50,  0,100, 11, 2
 23, 86, 68,100, 91, 74, 53, 49,  9, 33,  0,  8, 49,  1,100,  0, 2
 14, 69, 34,100, 50, 74, 29, 36,  0, 21, 36, 23, 68,  0,100, 14, 2
 34, 71, 46,100, 54, 66, 32, 25,  0,  0, 21,  7, 61,  9,100, 20, 2
  0, 79, 25,100, 35, 66, 22, 30,  3,  0, 35,  1, 67,  4,100, 11, 2
  0, 83, 22,100, 38, 70, 27, 30, 14,  0, 42,  1, 71,  2,100,  5, 2
 25, 70, 54,100, 60, 66, 35, 27,  0,  1, 19, 10, 61,  0,100,  0, 2
 13, 78, 40,100, 53, 71, 32, 34,  0, 13, 25,  7, 62,  0,100,  1, 2
 28, 79, 55,100, 52, 68, 29, 39,  0, 15, 31,  1, 68,  0,100, 23, 2
 38, 88, 51,100, 60, 74, 35, 47,  0, 24,  9, 16, 51,  0,100,  9, 2
  0, 59, 18, 94, 52,100, 52, 61, 32, 26, 24,  0, 62,  7,100, 14, 2
  0, 86, 34,100, 62, 83, 38, 53, 10, 27,  7,  0, 54,  2,100,  5, 2
 14, 67, 29,100, 54, 72, 35, 32,  0,  4, 17, 10, 59,  0,100,  3, 2
 45, 72, 73,100, 85, 83, 51, 58, 10, 36,  0, 18, 48,  6,100,  0, 2
 20, 76, 39,100, 56, 79, 32, 46,  0, 22, 21, 18, 59,  1,100,  0, 2
 34, 69, 54,100, 62, 68, 36, 34,  0,  8,  6, 10, 52,  3,100,  0, 2
 26, 91, 74,100, 74, 77, 48, 53, 19, 30,  0,  5, 47,  0,100,  2, 2
 44, 64, 60,100, 97, 83, 77, 43, 39, 11,  0, 13, 51, 23,100,  0, 2
  1, 82, 32,100, 48, 71, 38, 41, 12, 13,  0,  6, 49,  0,100,  1, 2
  0, 83, 28,100, 59, 88, 42, 57, 22, 28, 31,  0, 70,  1,100,  2, 2
 19, 65, 24,100, 46, 81, 27, 45,  0, 12, 10,  1, 56,  0,100,  4, 2
  0, 81, 38,100, 66, 74, 42, 36,  6, 10, 10,  1, 55,  6,100,  0, 2
 15, 72, 38,100, 49, 67, 29, 29,  0, 16, 33, 22, 66,  8,100,  0, 2
 32, 68, 49,100, 91, 92, 59, 47, 13, 11,  0, 23, 46,  0,100,  5, 2
  0, 84, 36,100, 53, 79, 28, 50,  7, 22, 27,  0, 76,  5,100, 14, 2
  0, 80, 38,100, 50, 70, 30, 37,  0,  8,  3,  3, 52,  5,100,  0, 2
 14, 78, 52,100, 75, 75, 55, 40, 22, 10,  0,  6, 52,  7,100,  0, 2
  0, 78, 28,100, 59, 91, 44, 58, 22, 28, 25,  1, 63,  0,100,  2, 2
  0, 83, 34,100, 49, 68, 28, 30,  0,  1, 25,  0, 62,  7,100,  7, 2
  0, 68, 20, 98, 72,100, 68, 68, 38, 38,  7, 10, 45,  0,100,  3, 2
  0, 72, 33, 92, 73,100, 69, 72, 48, 46, 30, 19, 55,  0,100,  0, 2
 17, 78, 53,100, 68, 73, 37, 41,  0, 14, 25, 25, 62,  0,100, 15, 2
 31, 89, 51,100, 52, 67, 31, 39,  0, 19, 27,  9, 63,  0,100, 14, 2
 39, 97, 64,100, 50, 68, 26, 42,  0, 21, 34, 11, 68,  0,100, 19, 2
  0, 66, 15, 91, 64,100, 70, 76, 49, 51, 32, 24, 45,  1,100,  0, 2
  0, 85, 20,100, 47, 85, 33, 53, 12, 23, 27,  0, 64,  2,100,  9, 2
 38, 85, 36,100, 49, 70, 32, 39,  0, 17, 23,  1, 64,  0,100, 16, 2
  0, 71, 26,100, 47, 69, 31, 31,  1,  0,  0,  7, 50,  7,100,  5, 2
  0, 68, 14, 97, 67,100, 69, 68, 36, 39,  1, 11, 48,  7,100,  0, 2
  0, 85, 24,100, 49, 90, 38, 56, 24, 24, 37,  0, 69,  4,100, 14, 2
  6, 81, 40,100, 57, 78, 38, 50, 11, 24,  0,  5, 51,  8,100,  0, 2
 37, 97, 84,100, 92, 69, 51, 48,  4, 35,  0, 18, 49,  7,100,  0, 2
 29, 69, 48,100, 61, 71, 35, 35,  0,  5,  0,  0, 50,  2,100, 14, 2
 34, 87, 59,100, 56, 60, 34, 24,  0,  0, 18,  9, 59,  4,100,  2, 2
  3, 68, 21,100, 52, 87, 32, 51,  0, 22, 15,  4, 61,  0,100, 14, 2
  0, 88, 34, 99, 70,100, 68, 71, 46, 43, 33, 11, 64,  0,100,  5, 2
 34, 63, 51,100, 65, 72, 39, 33,  0,  5,  2,  8, 53,  7,100,  0, 2
 21, 68, 39,100, 49, 76, 27, 43,  0, 12,  3,  0, 53,  2,100, 13, 2
  4, 68, 19,100, 43, 75, 35, 35, 11,  0,  0,  5, 47, 13,100,  7, 2
  0, 87, 23,100, 44, 80, 36, 52, 23, 25, 25,  0, 63,  0,100,  4, 2
  2, 85, 29,100, 37, 71, 23, 41,  0, 15, 17,  0, 58,  2,100,  8, 2
 17, 73, 41,100, 55, 73, 32, 39,  0, 12, 13,  4, 58,  0,100,  8, 2
 11, 72, 38,100, 53, 72, 34, 35,  5,  3,  0,  1, 52,  0,100,  1, 2
 26, 71, 48,100, 74, 74, 46, 37,  5, 12,  0, 11, 50,  8,100,  0, 2
 12, 60, 24,100, 58, 90, 37, 47,  0, 14,  1,  0, 51,  0,100, 15, 2
  0, 68, 23,100, 54, 88, 41, 34, 10,  0, 22,  7, 61,  8,100,  8, 2
  0, 63, 24,100, 62, 81, 42, 37,  3,  6,  1,  9, 51,  2,100,  0, 2
  0, 67, 17,100, 56, 99, 49, 55, 25, 16, 14,  0, 56, 13,100, 13, 2
  0, 89, 15,100, 56, 97, 39, 64, 12, 33, 12,  2, 57,  0,100, 11, 2
 20,100, 42, 87, 29, 67, 13, 48,  0, 28, 13,  9, 55,  2,100,  0, 2
 16, 68, 37,100, 63, 90, 45, 48, 16, 11,  0,  1, 50,  0,100,  8, 2
 26, 80, 42,100, 46, 71, 26, 39,  0, 11, 34,  2, 69,  0,100, 22, 2
 26, 73,  0, 66, 38,100, 50, 90, 20, 47,  6, 19, 52,  0,100,  9, 2
  3, 72, 26,100, 50, 80, 31, 48,  0, 19, 13, 12, 65,  0,100, 17, 2
  4, 74, 38,100, 55, 71, 37, 35,  6,  5,  0,  7, 50,  6,100,  0, 2
  4, 84, 38,100, 51, 76, 38, 50, 17, 25,  0,  0, 49,  3,100,  4, 2
  0, 75, 39, 97, 95,100,100, 70, 65, 42, 23, 18, 12,  0, 69,  1, 2
  0, 75, 20,100, 49, 94, 42, 58, 28, 25, 38,  0, 70,  4,100, 12, 2
 11, 65, 34,100, 66, 77, 42, 38,  4,  8,  0,  2, 50,  7,100,  0, 2
 20, 79, 58,100, 80, 76, 46, 50,  0, 33,  4, 21, 50,  5,100,  0, 2
  0, 69, 22, 93, 55,100, 65, 73, 46, 41, 33,  8, 65,  0,100,  4, 2
  0, 85, 28,100, 53, 82, 31, 50,  7, 19, 25,  0, 63,  3,100,  4, 2
 22, 71, 44,100, 56, 74, 32, 32,  0,  0, 18, 15, 59, 24,100, 38, 2
  0, 68, 16,100, 51, 90, 35, 53,  7, 19,  8,  1, 58,  0,100, 17, 2
