 95, 82, 71,100, 27, 77, 77, 73,100, 80, 93, 42, 56, 13,  0,  0, 9
 68,100,  6, 88, 47, 75, 87, 82, 85, 56,100, 29, 75,  6,  0,  0, 9
 79, 87, 98, 81, 71,100, 72, 73,100, 66, 91, 21, 48,  0,  0, 13, 9
 92, 95, 30,100, 34, 68, 87, 89, 84, 78,100, 35, 64,  0,  0, 19, 9
 58, 64,100, 96, 27,100,  0, 63, 79, 65, 91, 72, 48, 36, 10,  0, 9
 91, 69, 48, 57,  9, 79, 60,100,100, 75, 95, 40, 64,  8,  0,  0, 9
 77, 96, 38,100, 58, 77, 99, 86,100, 50, 84, 12, 43,  0,  0,  0, 9
 79, 90,100, 93, 63,100, 82, 84, 99, 61, 87, 22, 44,  0,  0, 19, 9
 96, 66, 62,100, 32, 69, 74, 62, 89, 56,100, 10, 50,  0,  0, 10, 9
 70, 84, 11, 76,  0, 91, 56,100, 99, 83,100, 55, 88, 28, 75,  0, 9
 88,100, 29,100, 30, 74, 85, 83,100, 67, 97, 27, 57,  0,  0,  5, 9
100, 89, 34,100,  0, 75, 76, 78, 83, 62, 90, 35, 85,  8,  5,  0, 9
 76, 93, 24,100,  0, 72, 58, 73, 74, 74,100, 42, 92, 12, 37,  0, 9
 95, 76, 34, 80,  0, 97, 57,100, 98, 80,100, 53, 83, 25, 59,  0, 9
 99, 88, 74,100, 56, 75,100, 85, 99, 57, 89, 17, 46,  0,  0,  4, 9
 80,100, 28, 81, 44, 70, 89, 82, 89, 54,100, 25, 69,  4,  0,  0, 9
 87, 74, 63,100, 46, 71, 87, 82,100, 54, 88, 17, 40,  1,  0,  0, 9
 87,100, 56, 95, 71, 86, 87, 81, 94, 50,100, 19, 53,  6,  0,  0, 9
 62, 83, 62, 75, 81,100, 74, 86,100, 53, 90, 18, 37,  0,  0, 16, 9
 64,100, 10, 99,  0, 71, 56, 77, 72, 71,100, 37, 75,  8, 19,  0, 9
100, 75, 62, 62, 54, 95, 93,100, 98, 63, 81, 28, 46,  0,  0,  1, 9
 73,100, 23, 90, 70, 82, 77, 95, 91, 60,100, 24, 60,  0,  0,  2, 9
  2, 88, 37, 76, 87,100,  0, 93, 48, 81, 95, 70, 87, 34,100,  0, 9
  1, 77, 80, 74, 75,100,  0, 84, 38, 66,100, 76, 87, 38, 88,  0, 9
 23, 63,  0, 84, 47,100, 98, 90,100, 66, 81, 43, 51, 21, 19,  0, 9
  0, 82, 46, 75, 97,100, 27, 97, 45, 81,100, 79, 88, 39, 78,  0, 9
 88, 83, 71,100, 44, 78, 86, 77,100, 64, 87, 21, 46,  1,  0,  0, 9
 95, 79, 73,100, 61, 72, 98, 95,100, 55, 84, 16, 36,  0,  0,  1, 9
 30, 73, 81, 71, 82,100, 33, 91, 81, 68,100, 35, 55,  9,  0,  0, 9
 31, 56,100, 80, 48,100,  0, 67, 61, 52, 98, 71, 63, 33, 24,  0, 9
 81, 80, 53,100, 43, 73, 87, 88,100, 59, 88, 16, 46,  0,  0,  0, 9
  0, 74, 68, 69, 90,100, 13, 91, 42, 70,100, 77, 83, 39, 79,  0, 9
100, 77, 64, 61,  9, 74, 54,100,100, 85, 91, 51, 59, 19,  0,  0, 9
 78, 75, 51,100,  8, 75, 47, 58, 85, 60,100, 20, 64,  0,  0,  1, 9
 87, 86, 46,100, 17, 70, 75, 75,100, 80, 94, 39, 58,  6,  0,  0, 9
 13, 78, 77, 78, 74,100,  0, 89, 49, 78, 99, 71, 91, 35,100,  0, 9
  6, 76, 44, 71, 89,100,  0, 95, 27, 79,100, 81, 91, 40, 97,  0, 9
 97, 88, 41,100, 31, 59, 98, 67,100, 91, 97, 46, 75,  2,  0,  0, 9
 30, 91, 72, 60, 91, 96, 47,100, 95, 75,100, 19, 52,  0,  0,  1, 9
 72, 65, 53,100,  0, 88, 39, 64, 75, 83,100, 42, 84,  4, 27,  0, 9
 72, 87, 29,100,  0, 67, 50, 56, 92, 79,100, 45, 98,  6, 45,  0, 9
 91, 92, 26,100, 14, 61, 79, 63, 91, 77,100, 35, 69,  0,  0, 18, 9
 84, 68, 73,100,  9, 84, 37, 60,100, 81, 90, 46, 59,  9,  0,  0, 9
  0, 78, 54, 69,100, 92, 55,100, 34, 69, 90, 75, 93, 41, 91,  0, 9
 44, 86, 90, 86, 60,100, 61, 82,100, 58, 94, 20, 49,  4,  0,  0, 9
 67, 86,100, 84, 66,100, 56, 79, 96, 66, 96, 23, 52,  0,  0, 15, 9
100, 80, 66, 55, 22, 67, 55,100,100, 80, 94, 40, 59,  5,  0,  0, 9
 72, 89, 88, 80, 71,100, 72, 85,100, 57, 87, 18, 41,  0,  0, 21, 9
 75, 69, 79,100, 14, 88, 71, 70, 92, 84,100, 36, 58,  0,  0,  9, 9
 83,100, 35, 96, 65, 77, 94, 94,100, 58, 95, 22, 53,  3,  0,  0, 9
 84,100, 34, 84, 69, 76, 91, 80, 90, 55,100, 29, 60, 11,  0,  0, 9
100, 64, 91,100, 40, 82, 80, 61, 97, 76, 99, 31, 61,  0,  0,  2, 9
 58,100,  3, 99,  0, 64, 57, 65, 71, 70,100, 30, 70,  0, 13,  3, 9
 92, 93, 38,100, 44, 62,100, 84, 91, 75, 94, 29, 53,  0,  0, 23, 9
 42, 91, 73, 64,100, 95, 48,100, 81, 73,100, 38, 64,  4,  0,  0, 9
 75,100, 35, 99, 61, 73, 89, 99, 95, 64,100, 22, 56,  0,  0,  7, 9
 80, 82, 23, 83,  0, 96, 67,100,100, 77, 91, 51, 67, 25, 45,  0, 9
100, 76, 53, 55, 15, 73, 51,100, 91, 81, 83, 44, 52, 12,  0,  0, 9
 85, 83,100, 76, 81,100, 50, 67, 93, 69, 95, 21, 47,  0,  0, 23, 9
 51,100,  7, 78, 57, 64, 87, 92, 86, 70,100, 31, 61,  4,  0,  0, 9
 72,100, 16, 89, 52, 60,100, 86, 92, 72, 93, 28, 55,  0,  0, 19, 9
 67, 72, 24, 71,  0, 86, 41,100, 84, 97,100, 65, 88, 32, 68,  0, 9
 85, 90, 31,100, 31, 64, 88, 80, 98, 71,100, 32, 65,  0,  0, 13, 9
 70, 86, 89, 80, 71,100, 80, 81,100, 50, 78, 20, 40,  6,  0,  0, 9
 74,100,  0, 96,  2, 68, 74, 81, 60, 70, 86, 37,100,  6, 21,  0, 9
 76, 76, 48,100,  0, 80, 37, 58,100, 74, 84, 57, 46, 29, 19,  0, 9
 79, 75, 41,100,  3, 75, 54, 59, 79, 61,100, 20, 54,  0,  0, 14, 9
100, 71, 29, 72,  0, 90, 59,100, 98, 79, 98, 51, 83, 25, 59,  0, 9
100, 93, 52,100, 38, 70, 89, 83, 99, 72, 92, 30, 56,  1,  0,  0, 9
 83, 68, 58,100,  5, 82, 45, 59, 88, 76,100, 31, 63,  0,  0,  4, 9
 22, 73, 64, 90, 16,100, 38, 82, 87, 63,100, 26, 52,  7,  0,  0, 9
 71, 63, 88,100, 14, 97,  0, 58, 76, 60,100, 77, 60, 39, 23,  0, 9
 90,100, 54,100, 55, 76, 94, 97, 97, 61,100, 23, 57,  0,  0,  2, 9
 93, 91, 40,100, 43, 80, 79, 92, 91, 56,100, 20, 57,  0,  0,  1, 9
 62, 91, 79, 64, 90,100, 56, 78, 97, 64,100, 21, 51,  0,  0, 16, 9
 28, 76, 80, 85, 44,100, 48, 85,100, 71, 96, 37, 51, 15,  0,  0, 9
100, 90, 53,100, 37, 61, 91, 65, 99, 84, 97, 41, 62,  7,  0,  0, 9
100, 72, 47, 57, 18, 78, 60,100, 90, 74, 83, 39, 53, 10,  0,  0, 9
 84, 66, 82,100, 26, 78, 72, 56, 99, 86,100, 44, 72,  6,  0,  0, 9
 42, 68,  0, 73,  1, 95, 44,100, 82, 87,100, 59, 91, 29, 74,  0, 9
 70,100, 14, 87, 66, 79, 87, 81, 98, 52,100, 21, 58,  0,  0,  6, 9
  0, 70, 62, 70, 95,100, 21, 88, 45, 72,100, 76, 80, 39, 67,  0, 9
 77,100, 37, 95, 63, 78, 98, 95,100, 56, 86, 19, 46,  0,  0,  1, 9
 54, 71, 92, 76, 69,100, 65, 77,100, 55, 83, 23, 43,  7,  0,  0, 9
 77,100, 22, 84, 63, 60, 92, 94,100, 63,100, 24, 45,  0,  0, 29, 9
 53, 80, 38,100,  0, 77, 66, 72, 70, 67,100, 30, 68,  3,  2,  0, 9
 78, 69, 87,100,  0, 90, 16, 63,100, 80, 87, 63, 50, 31, 28,  0, 9
 97, 87, 56, 74, 34, 95, 83,100,100, 68, 88, 36, 53,  8,  0,  0, 9
  0, 76, 47, 71, 96, 96, 28,100, 17, 77, 90, 74,100, 37,100,  0, 9
